"clownfish786"	"1245141394655784960"
"_emilywenzel"	"1245146839042551808"
"TexMexGirl76"	"1245153067600928768"
"PdrLife"	"1245158032297693185"
"BodyDaGamer"	"1245159161442308096"
"michaeladam13"	"1245169995065126912"
"_charafb"	"1245175809091960832"
"missa15"	"1245176278917033985"
"randyab"	"1245176606273835008"
"Fuhrmilicious"	"1245182133582340097"
"captain_malec"	"1245182292747866112"
"JoseAnt03288363"	"1245187385031352327"
"Kingchicken007"	"1245205462271905793"
"puresoledilse"	"1245205466872827905"
"hhppwang"	"1245210961855692806"
"TatianaBru"	"1245211359337422848"
"chimkinisgood"	"1245234994324189185"
"helplessreality"	"1245241101533020160"
"Nabakishorbag"	"1245258320006369281"
"neodadfriend"	"1245263645774237698"
"JBerna3"	"1245310995448430593"
"EshwarS38855481"	"1245317026924515329"
"ldl727"	"1245317391732572161"
"LocalMemphis"	"1245318041170255872"
"Vermilion_Sand"	"1245334093052563456"
"zivvy_1"	"1245334117681684482"
"ArdemK"	"1245334172954177537"
"fabiandariuszz"	"1245341118964756480"
"HenrySchein"	"1245351227053035522"
"johnkin60762546"	"1245351952566943753"
"wiswrestler187"	"1245351968882728962"
"g_grrrr"	"1245352569343553541"
"kwatra_ashish08"	"1245352586095382528"
"karanah18451878"	"1245357820578385921"
"rosette_orji1"	"1245364132884422659"
"asiajw2001"	"1245368977649545216"
"esellercafe"	"1245369082393890817"
"krbhattacharya"	"1245369862165331969"
"laurlovesyoux"	"1245370340685107207"
"CarFan07"	"1245376339944681473"
"ask_nehasingh"	"1245376535546277889"
"ItsAFunTee1"	"1245393132361048068"
"gina_arrington"	"1245399360831176704"
"20220"	"1245404234717310982"
"BeautyAbounds4U"	"1245404267835527175"
"IamSyedShoiab"	"1245404502930276352"
"bbbrriaannn"	"1245404893344653312"
"GunderzT"	"1245405136073211908"
"marcoyanki"	"1245410073418952704"
"Yekinni001"	"1245410344392155139"
"jwblvd"	"1245416272206000128"
"IamthePatoo"	"1245428088114163718"
"Flyonth85407338"	"1245428301965012997"
"Angela46453086"	"1245433435776258056"
"slhiggins80"	"1245445699648577536"
"MaheshSiram"	"1245450401245093888"
"CeeCee_89"	"1245451114557906948"
"padriveum"	"1245451466577301505"
"CalamityMoose"	"1245456168824307715"
"HcReeve24"	"1245456931822555136"
"PaulSte64128500"	"1245457393330208768"
"audiofeen"	"1245462279400771584"
"Mfiddles"	"1245467660751527937"
"RDSaraceno"	"1245467937584152576"
"HaloW2020"	"1245473477773144065"
"Sheryl89C"	"1245479883725328385"
"Gazzacusgxo"	"1245484937232429056"
"BurgSkeletal"	"1245485755058847752"
"tkttkt6"	"1245485834738024448"
"it_is_Randy"	"1245490838613954561"
"alyssadroogan"	"1245491862678503426"
"Margot_Murasz"	"1245496286855311360"
"ChiCriminalLaw"	"1245502629184180225"
"JaredAllebest"	"1245508111210696704"
"XashaSuree"	"1245508223345422336"
"SugamiJack"	"1245508588765876229"
"robertdenton"	"1245508685838856200"
"TRooaster"	"1245513895114092551"
"EL_CPA11"	"1245514058322886663"
"coneal110"	"1245525034988449794"
"EitanBarazani"	"1245525869453389824"
"Freespe53609921"	"1245530764571271168"
"christyann20"	"1245553572885995521"
"radlady"	"1245553874863190020"
"metal4timmy"	"1245559457398034433"
"loulousue1"	"1245559684100210688"
"PAreeveso"	"1245560023499059202"
"rneelmani"	"1245576997620727809"
"matthartley"	"1245581631861084163"
"Dub_Trub"	"1245611555409915906"
"NYM1307"	"1245650603788734465"
"ketysindze"	"1245655750564708352"
"saikailash11"	"1245656811811663878"
"MiniMe_03"	"1245673488209321985"
"forfucksakexx"	"1245678282248462343"
"sriniwasan"	"1245683692468486145"
"_shaynarichter"	"1245683802011295745"
"DolceEtMe"	"1245689715870912512"
"mryba2002"	"1245696376186589184"
"jr_jayaraam"	"1245696384872796160"
"UPSCapital"	"1245724674941521920"
"LadyLuck1000"	"1245724964734398464"
"ChandlerSearch"	"1245730215977861121"
"iru_shed"	"1245738759238438913"
"DeenaRoger"	"1245745021791408128"
"Studio2719"	"1245750990411911183"
"kathyrist11"	"1245761455133163521"
"harold5370"	"1245762331252002818"
"NotAliberalLoon"	"1245779393865232395"
"joubid_cad"	"1245789892334039040"
"hakelly1971"	"1245801108062326785"
"BradCanKook"	"1245801166979477504"
"starBoySimonie"	"1245807378672615428"
"iAmyMay"	"1245812776628637696"
"iot_alliance"	"1245818250342084614"
"TravisMFOX5"	"1245818430474813441"
"_topaz"	"1245818879659487237"
"EmanuelSpeaks"	"1245824411988418561"
"martyr8899"	"1245829645997690881"
"harness1one"	"1245830933581910016"
"MitchAGoetz"	"1245841553765085185"
"JBailey0719"	"1245865100415627264"
"pdjohnson0523"	"1245869714640797698"
"craigblanton"	"1245869760996241408"
"NoSpinRequired"	"1245869932560052229"
"rkmeeks72"	"1245869978747723776"
"ReneCar94039771"	"1245870242678489090"
"JillJ7854"	"1245870620358791168"
"PBeal77"	"1245870679167135744"
"DavidGrinberg13"	"1245870763418079233"
"MichaelPaulEdw1"	"1245875884088672256"
"lisaangelmom"	"1245875989395185664"
"Nancydah"	"1245876156735410177"
"westcoastal24"	"1245881047650381824"
"RichMoo55297983"	"1245881424835571713"
"dIrishgirl"	"1245892845610905603"
